,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Energy Usage KW,Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
07/07/2020 13:00,1452.03125,1486.875,1843.75,2093.75,0,14.7,2.7,8936,32.32,3937.5,8936,-250.8116014
07/07/2020 13:30,1429.53125,1487.5,1843.75,2062.5,0,14.7,2.7,8937,31.175,3906.25,8937,-260.7690918
07/07/2020 14:00,1410.46875,1487.34375,1812.5,2125,0,13.5,3,8938,30.03,3937.5,8938,-289.7765647
07/07/2020 14:30,1386.5625,1487.96875,1812.5,2125,0,13.5,3,8939,30.03,3937.5,8939,-280.6607729
07/07/2020 15:00,1361.40625,1487.8125,1812.5,2218.75,0,13.2,3,8940,30.03,4031.25,8940,-328.8813256
07/07/2020 15:30,1345.3125,1489.53125,1812.5,2250,0,13.2,3,8941,31.265,4062.5,8941,-357.7985125
07/07/2020 16:00,1319.53125,1490,1812.5,2250,0,12.6,3,8942,32.5,4062.5,8942,-358.2703297
07/07/2020 16:30,1309.21875,1490.78125,1812.5,2281.25,0,12.6,3,8943,34.085,4093.75,8943,-425.296219
07/07/2020 17:00,1283.59375,1489.6875,1812.5,2343.75,0,11.8,2.7,8944,35.67,4156.25,8944,-473.5429838
07/07/2020 17:30,1259.84375,1489.375,1781.25,2406.25,0,11.8,2.7,8945,36.735,4187.5,8945,-502.6407427
07/07/2020 18:00,1227.8125,1488.125,1750,2437.5,0,10.9,3.9,8946,37.8,4187.5,8946,-541.4600834
07/07/2020 18:30,1188.125,1488.75,1718.75,2468.75,0,10.9,3.9,8947,37.8,4187.5,8947,-570.8374377
07/07/2020 19:00,1146.875,1489.21875,1687.5,2500,0,11.7,2.2,8948,37.8,4187.5,8948,-600.2468289
07/07/2020 19:30,1116.25,1489.0625,1656.25,2500,0,11.7,2.2,8949,36.9,4156.25,8949,-619.9200761
07/07/2020 20:00,1067.8125,1489.21875,1625,2531.25,7.751937984,12.1,1.3,8950,36,4164.001938,8950,-620.8200237
07/07/2020 20:30,1026.40625,1489.0625,1625,2562.5,7.751937984,12.1,1.3,8951,35.73,4195.251938,8951,-621.5947359
07/07/2020 21:00,950.78125,1488.90625,1531.25,2625,7.751937984,11.1,2.7,8952,35.46,4164.001938,8952,-556.1590453
07/07/2020 21:30,870.78125,1489.53125,1406.25,2625,7.751937984,11.1,2.7,8953,34.93,4039.001938,8953,-452.5913526
07/07/2020 22:00,795.78125,1488.4375,1281.25,2625,7.751937984,11.6,1.9,8954,34.4,3914.001938,8954,-377.6117398
07/07/2020 22:30,722.34375,1488.125,1156.25,2625,7.751937984,11.6,1.9,8955,33.4,3789.001938,8955,-302.5884402
07/07/2020 23:00,640.9375,1487.65625,1031.25,2625,7.751937984,11.2,2.4,8956,32.4,3664.001938,8956,-218.1668409
07/07/2020 23:30,567.96875,1487.8125,906.25,2687.5,7.751937984,11.2,2.4,8957,30.265,3601.501938,8957,-133.5763195
08/07/2020 00:00,479.21875,1486.71875,781.25,2687.5,7.751937984,11.4,2.2,8958,28.13,3476.501938,8958,-39.75350821
08/07/2020 00:30,416.875,1487.5,687.5,2718.75,7.751937984,11.4,2.2,8959,27.48,3414.001938,8959,0
08/07/2020 01:00,356.5625,1487.03125,593.75,2687.5,7.751937984,11.4,2.5,8960,26.83,3289.001938,8960,0
08/07/2020 01:30,289.21875,1488.125,500,2656.25,7.751937984,11.4,2.5,8961,26.615,3164.001938,8961,0
08/07/2020 02:00,229.84375,1487.65625,406.25,2656.25,7.751937984,11.7,2.4,8962,26.4,3070.251938,8962,0
08/07/2020 02:30,172.1875,1487.1875,312.5,2656.25,7.751937984,11.7,2.4,8963,26.235,2976.501938,8963,0
08/07/2020 03:00,145.3125,1487.5,218.75,2687.5,7.751937984,11.9,2.5,8964,26.07,2914.001938,8964,0
08/07/2020 03:30,166.875,1487.34375,250,2656.25,7.751937984,11.9,2.5,8965,26.36,2914.001938,8965,0
08/07/2020 04:00,186.875,1487.65625,281.25,2656.25,7.751937984,12.2,2.4,8966,26.65,2945.251938,8966,0
08/07/2020 04:30,280.15625,1487.65625,406.25,2656.25,7.751937984,12.2,2.4,8967,26.855,3070.251938,8967,0
08/07/2020 05:00,377.1875,1486.5625,562.5,2656.25,7.751937984,13.1,1.6,8968,27.06,3226.501938,8968,0
08/07/2020 05:30,476.09375,1486.71875,718.75,2687.5,7.751937984,13.1,1.6,8969,27.58,3414.001938,8969,0
08/07/2020 06:00,575.15625,1487.1875,875,2687.5,7.751937984,13.5,1.6,8970,28.1,3570.251938,8970,0
08/07/2020 06:30,674.6875,1487.03125,1000,2687.5,7.751937984,13.5,1.6,8971,27.6,3695.251938,8971,0
08/07/2020 07:00,773.59375,1487.03125,1156.25,2656.25,7.751937984,13.6,1.9,8972,27.1,3820.251938,8972,0
08/07/2020 07:30,872.5,1487.34375,1312.5,2656.25,7.751937984,13.6,1.9,8973,31.55,3976.501938,8973,0
08/07/2020 08:00,971.875,1487.96875,1468.75,2656.25,0,12.3,3.7,8974,36,4125,8974,0
08/07/2020 08:30,1070.46875,1487.96875,1625,2687.5,0,12.3,3.7,8975,37.605,4312.5,8975,-19.15974384
08/07/2020 09:00,1165.78125,1487.96875,1750,2718.75,0,12,5.3,8976,39.21,4468.75,8976,-65.13188378
08/07/2020 09:30,1254.84375,1487.65625,1875,2718.75,0,12,5.3,8977,39.335,4593.75,8977,-111.2263467
08/07/2020 10:00,1348.4375,1486.875,2000,2718.75,0,12.1,5.4,8978,39.46,4718.75,8978,-214.5435685
08/07/2020 10:30,1404.53125,1486.40625,2156.25,2687.5,0,12.1,5.4,8979,38.27,4843.75,8979,-242.155977
08/07/2020 11:00,1429.84375,1485.625,2156.25,2687.5,0,11.9,6,8980,37.08,4843.75,8980,-232.1489749
08/07/2020 11:30,1453.59375,1485.46875,2156.25,2656.25,0,11.9,6,8981,37.54,4812.5,8981,-203.0599534
08/07/2020 12:00,1442.03125,1485.78125,2093.75,2625,0,12.9,4.4,8982,38,4718.75,8982,-165.0706615
08/07/2020 12:30,1444.53125,1486.09375,2062.5,2593.75,0,12.9,4.4,8983,36.735,4656.25,8983,-174.5679845
08/07/2020 13:00,1424.0625,1485.9375,2031.25,2562.5,0,13.4,3.8,8984,35.47,4593.75,8984,-184.5021752
08/07/2020 13:30,1418.125,1486.09375,2000,2531.25,0,13.4,3.8,8985,35.38,4531.25,8985,-194.159683
08/07/2020 14:00,1397.1875,1485.9375,1968.75,2531.25,0,13.7,3.7,8986,35.29,4500,8986,-232.7518525
08/07/2020 14:30,1378.59375,1485.46875,1937.5,2531.25,0,13.7,3.7,8987,35.305,4468.75,8987,-223.5574245
08/07/2020 15:00,1361.40625,1485.46875,1906.25,2500,0,13.6,4,8988,35.32,4406.25,8988,-271.6265297
08/07/2020 15:30,1333.4375,1484.6875,1875,2500,0,13.6,4,8989,37.54,4375,8989,-329.4609035
08/07/2020 16:00,1305.46875,1485.9375,1843.75,2500,0,13.6,4.4,8990,39.76,4343.75,8990,-339.5086799
08/07/2020 16:30,1285.625,1485.3125,1843.75,2500,0,13.6,4.4,8991,42.88,4343.75,8991,-368.5394524
08/07/2020 17:00,1246.71875,1486.09375,1812.5,2468.75,0,13.8,3.6,8992,46,4281.25,8992,-359.7003435
08/07/2020 17:30,1219.21875,1487.03125,1781.25,2468.75,0,13.8,3.6,8993,47,4250,8993,-369.7452074
08/07/2020 18:00,1170.625,1487.65625,1718.75,2500,0,13.4,3.5,8994,48,4218.75,8994,-408.8383186
08/07/2020 18:30,1123.125,1488.4375,1687.5,2531.25,0,13.4,3.5,8995,45.95,4218.75,8995,-419.2588888
08/07/2020 19:00,1027.34375,1488.90625,1562.5,2562.5,0,13.4,2.7,8996,43.9,4125,8996,-354.1872546
08/07/2020 19:30,945.625,1487.96875,1468.75,2593.75,0,13.4,2.7,8997,40.55,4062.5,8997,-298.429459
08/07/2020 20:00,846.09375,1487.8125,1343.75,2625,0,12.9,3,8998,37.2,3968.75,8998,-214.3398793
08/07/2020 20:30,767.65625,1487.96875,1218.75,2656.25,0,12.9,3,8999,34.85,3875,8999,-148.9507879
08/07/2020 21:00,674.53125,1487.96875,1093.75,2687.5,0,12.4,3.7,9000,32.5,3781.25,9000,-83.83837937
08/07/2020 21:30,595.9375,1487.65625,1000,2687.5,0,12.4,3.7,9001,32.59,3687.5,9001,0
08/07/2020 22:00,515.625,1487.96875,875,2687.5,0,12.5,3.5,9002,32.68,3562.5,9002,0
08/07/2020 22:30,433.90625,1488.4375,750,2718.75,0,12.5,3.5,9003,32.355,3468.75,9003,0
08/07/2020 23:00,362.5,1488.28125,625,2718.75,0,13,2.8,9004,32.03,3343.75,9004,0
08/07/2020 23:30,291.875,1487.65625,500,2718.75,0,13,2.8,9005,31.545,3218.75,9005,0
09/07/2020 00:00,216.40625,1487.5,375,2718.75,0,13.1,3.1,9006,31.06,3093.75,9006,0
09/07/2020 00:30,166.25,1487.1875,281.25,2718.75,0,13.1,3.1,9007,29.855,3000,9007,0
09/07/2020 01:00,100.15625,1487.1875,187.5,2718.75,0,13.5,3.5,9008,28.65,2906.25,9008,0
09/07/2020 01:30,50.15625,1486.5625,93.75,2718.75,0,13.5,3.5,9009,27.355,2812.5,9009,0
09/07/2020 02:00,0,1486.40625,0,2718.75,0,13.6,4.9,9010,26.06,2718.75,9010,0
09/07/2020 02:30,0,1486.71875,0,2718.75,0,13.6,4.9,9011,24.495,2718.75,9011,0
09/07/2020 03:00,0,1487.03125,0,2718.75,0,14.1,4.7,9012,22.93,2718.75,9012,0
09/07/2020 03:30,0,1487.34375,0,2718.75,0,14.1,4.7,9013,22.835,2718.75,9013,0
09/07/2020 04:00,0,1486.875,0,2718.75,0,13.7,5.7,9014,22.74,2718.75,9014,0
09/07/2020 04:30,32.1875,1486.40625,0,2718.75,0,13.7,5.7,9015,24.175,2718.75,9015,0
09/07/2020 05:00,127.1875,1486.875,125,2718.75,0,14.1,5.1,9016,25.61,2843.75,9016,0
09/07/2020 05:30,201.875,1486.875,250,2718.75,0,14.1,5.1,9017,27.855,2968.75,9017,0
09/07/2020 06:00,285.78125,1485.46875,375,2687.5,0,13.9,5.7,9018,30.1,3062.5,9018,0
09/07/2020 06:30,385,1485.46875,500,2656.25,0,13.9,5.7,9019,28.54,3156.25,9019,0
09/07/2020 07:00,483.90625,1485,625,2625,0,13.9,5.6,9020,26.98,3250,9020,0
09/07/2020 07:30,582.65625,1485.3125,750,2593.75,0,13.9,5.6,9021,29.425,3343.75,9021,0
09/07/2020 08:00,681.875,1485,875,2593.75,0,14.5,5.1,9022,31.87,3468.75,9022,0
09/07/2020 08:30,781.09375,1484.0625,1000,2562.5,0,14.5,5.1,9023,34.885,3562.5,9023,0
09/07/2020 09:00,880.3125,1484.21875,1125,2531.25,0,15,4.9,9024,37.9,3656.25,9024,0
09/07/2020 09:30,979.375,1484.21875,1250,2500,0,15,4.9,9025,38.685,3750,9025,0
09/07/2020 10:00,1078.90625,1484.53125,1375,2468.75,0,15.1,5.1,9026,39.47,3843.75,9026,0
09/07/2020 10:30,1178.28125,1484.375,1500,2406.25,0,15.1,5.1,9027,38.695,3906.25,9027,0
09/07/2020 11:00,1276.5625,1483.90625,1625,2375,0,16.2,3.1,9028,37.92,4000,9028,0
09/07/2020 11:30,1374.53125,1484.84375,1750,2343.75,0,16.2,3.1,9029,37.665,4093.75,9029,0
09/07/2020 12:00,1433.75,1484.53125,1875,2312.5,0,15.6,3.6,9030,37.41,4187.5,9030,-22.00211443
09/07/2020 12:30,1437.65625,1484.21875,1875,2312.5,0,15.6,3.6,9031,36.315,4187.5,9031,0
09/07/2020 13:00,1452.03125,1484.21875,1843.75,2312.5,0,14.2,5.9,9032,35.22,4156.25,9032,-40.76667669
09/07/2020 13:30,1444.0625,1485.3125,1843.75,2312.5,0,14.2,5.9,9033,35.085,4156.25,9033,-69.54406589
09/07/2020 14:00,1412.1875,1484.375,1812.5,2343.75,0,14.1,4.6,9034,34.95,4156.25,9034,-51.05618656
09/07/2020 14:30,1370.3125,1484.375,1781.25,2375,0,14.1,4.6,9035,34.975,4156.25,9035,-51.83672364
09/07/2020 15:00,1342.1875,1484.21875,1781.25,2406.25,0,13.8,4.8,9036,35,4187.5,9036,-61.91362453
09/07/2020 15:30,1306.5625,1484.375,1750,2437.5,0,13.8,4.8,9037,35.75,4187.5,9037,-81.6742453
09/07/2020 16:00,1264.6875,1485.3125,1718.75,2437.5,0,13.2,5.2,9038,36.5,4156.25,9038,-111.086549
09/07/2020 16:30,1236.875,1485.78125,1687.5,2468.75,0,13.2,5.2,9039,38.64,4156.25,9039,-178.4444578
09/07/2020 17:00,1187.65625,1486.71875,1656.25,2500,0,12.6,5.6,9040,40.78,4156.25,9040,-188.8941525
09/07/2020 17:30,1145.15625,1485.78125,1625,2531.25,0,12.6,5.6,9041,42.975,4156.25,9041,-199.2535613
09/07/2020 18:00,1045.78125,1486.40625,1500,2593.75,0,12.7,4.7,9042,45.17,4093.75,9042,-134.246001
09/07/2020 18:30,947.5,1486.5625,1375,2625,0,12.7,4.7,9043,43.285,4000,9043,-40.57754969
09/07/2020 19:00,849.53125,1485.3125,1250,2625,0,11.9,5.5,9044,41.4,3875,9044,0
09/07/2020 19:30,758.125,1485,1125,2656.25,0,11.9,5.5,9045,39.7,3781.25,9045,0
09/07/2020 20:00,659.21875,1485.3125,1000,2687.5,0,11.4,5.7,9046,38,3687.5,9046,0
09/07/2020 20:30,570.15625,1486.09375,906.25,2718.75,0,11.4,5.7,9047,36.65,3625,9047,0
09/07/2020 21:00,494.21875,1486.09375,781.25,2718.75,0,11.7,4.3,9048,35.3,3500,9048,0
09/07/2020 21:30,426.875,1486.875,687.5,2687.5,0,11.7,4.3,9049,32.45,3375,9049,0
09/07/2020 22:00,369.84375,1486.875,593.75,2687.5,0,11.5,4.7,9050,29.6,3281.25,9050,0
09/07/2020 22:30,299.21875,1486.40625,468.75,2687.5,0,11.5,4.7,9051,32.32,3156.25,9051,0
09/07/2020 23:00,235.625,1486.25,375,2687.5,0,11.5,4.4,9052,35.04,3062.5,9052,0
09/07/2020 23:30,178.28125,1486.40625,281.25,2718.75,0,11.5,4.4,9053,32.545,3000,9053,0
10/07/2020 00:00,106.875,1485.9375,187.5,2718.75,0,11.3,4.2,9054,30.05,2906.25,9054,0
10/07/2020 00:30,57.03125,1485.3125,93.75,2687.5,0,11.3,4.2,9055,29.345,2781.25,9055,0
10/07/2020 01:00,0,1485.3125,0,2687.5,0,10.6,4.7,9056,28.64,2687.5,9056,0
10/07/2020 01:30,0,1484.6875,0,2687.5,0,10.6,4.7,9057,27.84,2687.5,9057,0
10/07/2020 02:00,0,1484.53125,0,2687.5,0,10.7,3.5,9058,27.04,2687.5,9058,0
10/07/2020 02:30,0,1485.3125,0,2687.5,0,10.7,3.5,9059,26.56,2687.5,9059,0
10/07/2020 03:00,0,1484.84375,0,2687.5,0,10.7,3,9060,26.08,2687.5,9060,0
10/07/2020 03:30,0,1485.78125,0,2687.5,0,10.7,3,9061,25.59,2687.5,9061,0
10/07/2020 04:00,90,1484.53125,0,2656.25,0,10.6,2.9,9062,25.1,2656.25,9062,0
10/07/2020 04:30,174.0625,1484.84375,125,2687.5,0,10.6,2.9,9063,25.505,2812.5,9063,0
10/07/2020 05:00,273.125,1484.6875,250,2687.5,0,10.5,3.2,9064,25.91,2937.5,9064,0
10/07/2020 05:30,371.5625,1485.15625,375,2656.25,0,10.5,3.2,9065,27.715,3031.25,9065,0
10/07/2020 06:00,470.625,1486.09375,500,2625,0,10.8,4,9066,29.52,3125,9066,0
10/07/2020 06:30,569.21875,1487.03125,656.25,2593.75,0,10.8,4,9067,32.26,3250,9067,0
10/07/2020 07:00,668.4375,1486.875,781.25,2562.5,0,11.1,4.4,9068,35,3343.75,9068,0
10/07/2020 07:30,767.34375,1486.71875,937.5,2562.5,0,11.1,4.4,9069,36.065,3500,9069,0
10/07/2020 08:00,866.25,1486.5625,1093.75,2593.75,0,12.2,4.3,9070,37.13,3687.5,9070,0
10/07/2020 08:30,950.15625,1487.1875,1250,2562.5,0,12.2,4.3,9071,36.845,3812.5,9071,0
10/07/2020 09:00,1047.5,1488.125,1375,2562.5,0,12.4,3.9,9072,36.56,3937.5,9072,0
10/07/2020 09:30,1130.15625,1487.96875,1500,2562.5,0,12.4,3.9,9073,36.275,4062.5,9073,0
10/07/2020 10:00,1229.21875,1488.125,1625,2562.5,0,13.5,2.2,9074,35.99,4187.5,9074,-44.84702167
10/07/2020 10:30,1328.125,1489.53125,1750,2531.25,0,13.5,2.2,9075,35.165,4281.25,9075,-157.5741929
10/07/2020 11:00,1427.03125,1489.0625,1875,2500,0,13.5,4.2,9076,34.34,4375,9076,-270.3363136
10/07/2020 11:30,1435.9375,1489.375,2000,2500,0,13.5,4.2,9077,33.62,4500,9077,-308.3634674
10/07/2020 12:00,1443.125,1489.375,2000,2468.75,0,13,6.6,9078,32.9,4468.75,9078,-298.6797475
10/07/2020 12:30,1437.5,1489.84375,2000,2468.75,0,13,6.6,9079,29.65,4468.75,9079,-327.4250997
10/07/2020 13:00,1432.96875,1489.0625,1968.75,2468.75,0,14,4.4,9080,26.4,4437.5,9080,-346.6236173
10/07/2020 13:30,1417.8125,1489.0625,1968.75,2468.75,0,14,4.4,9081,25.685,4437.5,9081,-375.5553664
10/07/2020 14:00,1400.78125,1487.8125,1906.25,2468.75,0,15.6,3.7,9082,24.97,4375,9082,-385.4458704
10/07/2020 14:30,1382.5,1487.5,1875,2468.75,0,15.6,3.7,9083,24.98,4343.75,9083,-404.8919464
10/07/2020 15:00,1350.9375,1487.8125,1812.5,2437.5,0,14.4,3.6,9084,24.99,4250,9084,-405.4744367
10/07/2020 15:30,1322.5,1487.96875,1781.25,2437.5,0,14.4,3.6,9085,28.295,4218.75,9085,-434.6508318
10/07/2020 16:00,1316.09375,1487.96875,1750,2437.5,0,14.4,4.6,9086,31.6,4187.5,9086,-492.068725
10/07/2020 16:30,1294.53125,1488.125,1718.75,2406.25,0,14.4,4.6,9087,32.865,4125,9087,-502.017478
10/07/2020 17:00,1261.71875,1489.21875,1687.5,2375,0,14.9,3.3,9088,34.13,4062.5,9088,-540.8076942
10/07/2020 17:30,1212.65625,1489.53125,1625,2375,0,14.9,3.3,9089,35.775,4000,9089,-551.2661263
10/07/2020 18:00,1113.75,1488.90625,1500,2406.25,0,14,3.5,9090,37.42,3906.25,9090,-457.623887
10/07/2020 18:30,1014.84375,1488.28125,1375,2437.5,0,14,3.5,9091,36.46,3812.5,9091,-383.0811419
10/07/2020 19:00,915.9375,1488.90625,1250,2468.75,0,15.1,1.6,9092,35.5,3718.75,9092,-289.415603
10/07/2020 19:30,824.6875,1487.5,1125,2468.75,0,15.1,1.6,9093,34.82,3593.75,9093,-186.0954687
10/07/2020 20:00,731.25,1487.03125,1000,2500,0,13.1,2.9,9094,34.14,3500,9094,-82.79863408
10/07/2020 20:30,637.34375,1487.1875,906.25,2531.25,0,13.1,2.9,9095,34.315,3437.5,9095,0
10/07/2020 21:00,553.4375,1487.1875,781.25,2562.5,0,10.5,3.6,9096,34.49,3343.75,9096,0
10/07/2020 21:30,471.875,1487.34375,687.5,2593.75,0,10.5,3.6,9097,32.245,3281.25,9097,0
10/07/2020 22:00,390.9375,1487.96875,593.75,2625,0,10,2.8,9098,30,3218.75,9098,0
10/07/2020 22:30,323.59375,1487.96875,500,2656.25,0,10,2.8,9099,31.95,3156.25,9099,0
10/07/2020 23:00,253.125,1487.96875,375,2656.25,0,9.3,2.8,9100,33.9,3031.25,9100,0
10/07/2020 23:30,175.625,1487.03125,250,2687.5,0,9.3,2.8,9101,30.76,2937.5,9101,0
11/07/2020 00:00,99.84375,1485.9375,156.25,2718.75,0,9.1,3.2,9102,27.62,2875,9102,0
11/07/2020 00:30,50,1484.53125,62.5,2750,0,9.1,3.2,9103,26.855,2812.5,9103,0
11/07/2020 01:00,0,1485,0,2781.25,0,7.8,3.9,9104,26.09,2781.25,9104,0
11/07/2020 01:30,0,1485,0,2781.25,0,7.8,3.9,9105,25.52,2781.25,9105,0
11/07/2020 02:00,0,1485.3125,0,2750,0,8,3.5,9106,24.95,2750,9106,0
11/07/2020 02:30,0,1484.53125,0,2750,0,8,3.5,9107,24.48,2750,9107,0
11/07/2020 03:00,0,1485,0,2781.25,0,7.5,2.8,9108,24.01,2781.25,9108,0
11/07/2020 03:30,0,1485.78125,0,2750,0,7.5,2.8,9109,23.975,2750,9109,0
11/07/2020 04:00,0,1486.25,0,2750,0,7.7,2.2,9110,23.94,2750,9110,0
11/07/2020 04:30,65,1486.5625,125,2718.75,0,7.7,2.2,9111,23.935,2843.75,9111,0
11/07/2020 05:00,123.59375,1487.03125,218.75,2687.5,0,8.7,1.4,9112,23.93,2906.25,9112,0
11/07/2020 05:30,190.78125,1486.25,312.5,2687.5,0,8.7,1.4,9113,24.61,3000,9113,0
11/07/2020 06:00,240.625,1485.9375,406.25,2656.25,0,8.9,3.4,9114,25.29,3062.5,9114,0
11/07/2020 06:30,305.625,1485.78125,500,2625,0,8.9,3.4,9115,26.08,3125,9115,0
11/07/2020 07:00,365.15625,1485.9375,593.75,2593.75,0,10.4,4.4,9116,26.87,3187.5,9116,0
11/07/2020 07:30,444.21875,1486.25,718.75,2562.5,0,10.4,4.4,9117,26.43,3281.25,9117,0
11/07/2020 08:00,516.25,1487.96875,812.5,2531.25,0,12,4.7,9118,25.99,3343.75,9118,0
11/07/2020 08:30,579.84375,1486.40625,906.25,2500,0,12,4.7,9119,25.995,3406.25,9119,0
11/07/2020 09:00,642.5,1486.875,1000,2468.75,0,12.6,5.2,9120,26,3468.75,9120,0
11/07/2020 09:30,709.53125,1487.1875,1062.5,2468.75,0,12.6,5.2,9121,26,3531.25,9121,0
11/07/2020 10:00,791.5625,1487.65625,1156.25,2437.5,0,13,5.6,9122,26,3593.75,9122,0
11/07/2020 10:30,876.25,1487.8125,1218.75,2406.25,0,13,5.6,9123,26.73,3625,9123,-80.08131654
11/07/2020 11:00,949.53125,1487.5,1312.5,2406.25,0,13.8,4.8,9124,27.46,3718.75,9124,-174.2186726
11/07/2020 11:30,1030.15625,1487.34375,1375,2375,0,13.8,4.8,9125,28.38,3750,9125,-268.216231
11/07/2020 12:00,1028.125,1487.65625,1312.5,2375,0,14.9,4.5,9126,29.3,3687.5,9126,-268.248268
11/07/2020 12:30,1046.40625,1487.5,1281.25,2375,0,14.9,4.5,9127,27.505,3656.25,9127,-334.7586534
11/07/2020 13:00,1045.9375,1487.34375,1250,2312.5,0,14.1,5.8,9128,25.71,3562.5,9128,-353.8697974
11/07/2020 13:30,1071.5625,1487.5,1218.75,2281.25,0,14.1,5.8,9129,24.845,3500,9129,-401.1379784
11/07/2020 14:00,1076.875,1488.125,1187.5,2281.25,0,15.5,3.6,9130,23.98,3468.75,9130,-448.7760407
11/07/2020 14:30,1083.125,1489.21875,1156.25,2250,0,15.5,3.6,9131,23.985,3406.25,9131,-486.8381439
11/07/2020 15:00,1078.90625,1488.125,1093.75,2250,0,16.2,3.9,9132,23.99,3343.75,9132,-544.23565
11/07/2020 15:30,1070.78125,1487.03125,1062.5,2218.75,0,16.2,3.9,9133,24.995,3281.25,9133,-592.1562202
11/07/2020 16:00,1077.65625,1487.34375,1062.5,2218.75,0,15.9,4.2,9134,26,3281.25,9134,-620.6714887
11/07/2020 16:30,1092.65625,1486.71875,1031.25,2187.5,0,15.9,4.2,9135,29.6,3218.75,9135,-668.1522787
11/07/2020 17:00,1090,1486.40625,1031.25,2156.25,0,16.5,3.4,9136,33.2,3187.5,9136,-715.9563508
11/07/2020 17:30,1056.5625,1485.46875,1000,2156.25,0,16.5,3.4,9137,36.6,3156.25,9137,-726.1468373
11/07/2020 18:00,1023.125,1485.3125,1000,2156.25,0,16.7,3.1,9138,40,3156.25,9138,-698.1237731
11/07/2020 18:30,1016.71875,1485.78125,1000,2156.25,0,16.7,3.1,9139,39.99,3156.25,9139,-707.7841934
11/07/2020 19:00,986.09375,1485.78125,1000,2156.25,0,15.9,3.1,9140,39.98,3156.25,9140,-727.4545282
11/07/2020 19:30,923.125,1484.84375,937.5,2187.5,0,15.9,3.1,9141,38.29,3125,9141,-614.0487557
11/07/2020 20:00,846.25,1485.15625,875,2218.75,0,15.4,1.2,9142,36.6,3093.75,9142,-491.3291446
11/07/2020 20:30,779.53125,1485.3125,812.5,2281.25,0,15.4,1.2,9143,35.725,3093.75,9143,-397.072378
11/07/2020 21:00,704.0625,1486.09375,750,2343.75,0,14.3,1.2,9144,34.85,3093.75,9144,-312.516806
11/07/2020 21:30,633.75,1485.78125,687.5,2375,0,14.3,1.2,9145,33.535,3062.5,9145,-208.786016
11/07/2020 22:00,567.96875,1385.78125,625,2250,0,12.6,2.3,9146,32.22,2875,9146,0
11/07/2020 22:30,493.125,1287.8125,562.5,2093.75,0,12.6,2.3,9147,31.96,2656.25,9147,0
11/07/2020 23:00,429.21875,1235.78125,500,2062.5,0,11.6,0.8,9148,31.7,2562.5,9148,0
11/07/2020 23:30,358.75,1236.40625,406.25,2093.75,0,11.6,0.8,9149,29.135,2500,9149,0
12/07/2020 00:00,281.09375,1235.9375,343.75,2156.25,0,9.6,1.2,9150,26.57,2500,9150,0
12/07/2020 00:30,216.71875,1235.9375,281.25,2218.75,0,9.6,1.2,9151,25.625,2500,9151,0
12/07/2020 01:00,168.125,1237.34375,218.75,2250,0,8.9,0.3,9152,24.68,2468.75,9152,0
12/07/2020 01:30,116.875,1238.125,156.25,2281.25,0,8.9,0.3,9153,24.34,2437.5,9153,0
12/07/2020 02:00,50,1237.65625,62.5,2281.25,0,8,1.6,9154,24,2343.75,9154,0
12/07/2020 02:30,0,1237.8125,0,2281.25,0,8,1.6,9155,23.385,2281.25,9155,0
12/07/2020 03:00,0,1237.96875,0,2250,0,6.7,1.8,9156,22.77,2250,9156,0
12/07/2020 03:30,56.40625,1237.65625,0,2218.75,0,6.7,1.8,9157,22.495,2218.75,9157,0
12/07/2020 04:00,111.09375,1237.96875,62.5,2187.5,0,6.7,1.2,9158,22.22,2250,9158,0
12/07/2020 04:30,161.09375,1237.34375,156.25,2156.25,0,6.7,1.2,9159,21.105,2312.5,9159,0
12/07/2020 05:00,226.71875,1237.1875,250,2125,0,7.2,0.7,9160,19.99,2375,9160,0
12/07/2020 05:30,299.375,1335.9375,343.75,2281.25,0,7.2,0.7,9161,20.995,2625,9161,0
12/07/2020 06:00,382.96875,1435,437.5,2437.5,0,10.3,0.9,9162,22,2875,9162,0
12/07/2020 06:30,458.75,1487.65625,531.25,2531.25,0,10.3,0.9,9163,22.91,3062.5,9163,0
12/07/2020 07:00,535,1487.8125,625,2500,0,12.2,1.8,9164,23.82,3125,9164,0
12/07/2020 07:30,616.5625,1488.90625,718.75,2468.75,0,12.2,1.8,9165,24.975,3187.5,9165,-75.35167717
12/07/2020 08:00,692.96875,1488.75,812.5,2437.5,0,14.6,1.5,9166,26.13,3250,9166,-150.3283776
12/07/2020 08:30,770.46875,1487.8125,906.25,2406.25,0,14.6,1.5,9167,25.215,3312.5,9167,-253.9484944
12/07/2020 09:00,834.53125,1487.34375,968.75,2375,0,16,1.9,9168,24.3,3343.75,9168,-319.6113562
12/07/2020 09:30,904.6875,1487.65625,1062.5,2375,0,16,1.9,9169,24.515,3437.5,9169,-404.2455645
12/07/2020 10:00,978.59375,1487.8125,1125,2343.75,0,15.8,3.4,9170,24.73,3468.75,9170,-479.2630392
